transaction_id,item_sku,region,transaction_date,unit_price,units_sold,gross_revenue,snapshot_date,current_stock,warehouse_id,stockout_risk,30d_avg_revenue
12607,PROD-005,North,2024-01-07,457.38,50,22869.0,2024-01-03,1995,C,False,22869.0
11559,PROD-062,Central,2024-01-07,56.31,58,3265.98,2023-12-30,2482,C,False,3265.98
11696,PROD-078,North,2024-01-07,498.74,37,18453.38,2023-12-31,2172,C,False,18453.38
12122,PROD-017,South,2024-01-07,236.74,78,18465.72,2024-01-06,2186,C,False,18465.72
13321,PROD-021,North,2024-01-07,280.55,43,12063.65,2024-01-03,4376,B,False,12063.65
12764,PROD-000,North,2024-01-08,155.87,96,14963.52,2024-01-04,563,B,True,14963.52
14467,PROD-060,North,2024-01-08,128.3,75,9622.5,2024-01-06,1646,C,False,9622.5
14474,PROD-041,North,2024-01-08,490.14,36,17645.04,2024-01-05,2802,A,False,17645.04
12352,PROD-062,North,2024-01-08,203.2,15,3048.0,2023-12-30,2482,C,False,3048.0
14662,PROD-085,North,2024-01-08,420.48,75,31536.0,2024-01-02,4289,C,False,31536.0
12056,PROD-012,North,2024-01-08,305.55,35,10694.25,2023-12-24,383,B,True,10694.25
10483,PROD-039,North,2024-01-08,160.93,62,9977.66,2024-01-06,2779,C,False,9977.66
14069,PROD-043,Central,2024-01-09,234.66,8,1877.28,2024-01-02,4912,C,False,1877.28
12185,PROD-079,South,2024-01-09,427.03,94,40140.82,2024-01-04,1199,B,True,40140.82
12106,PROD-054,North,2024-01-09,154.2,80,12336.0,2024-01-07,1732,B,False,12336.0
13007,PROD-025,North,2024-01-10,372.31,68,25317.08,2024-01-09,732,C,True,25317.08
11718,PROD-094,South,2024-01-10,115.09,1,115.09,2024-01-04,708,C,False,115.09
11831,PROD-061,South,2024-01-10,32.88,15,493.20000000000005,2023-12-26,656,B,False,12423.59
11878,PROD-039,South,2024-01-10,475.8,10,4758.0,2024-01-06,2779,C,False,4758.0
12742,PROD-087,South,2024-01-10,462.49,91,42086.590000000004,2023-12-29,2607,C,False,42086.590000000004
13245,PROD-008,South,2024-01-10,66.66,12,799.92,2024-01-07,1373,C,False,799.92
10364,PROD-016,North,2024-01-10,174.36,86,14994.960000000001,2024-01-09,1942,B,False,14994.960000000001
14615,PROD-013,North,2024-01-10,91.05,12,1092.6,2024-01-07,752,C,False,1092.6
10557,PROD-067,Central,2024-01-10,202.17,44,8895.48,2023-12-31,1847,A,False,8895.48
13686,PROD-088,South,2024-01-10,141.19,50,7059.5,2024-01-02,847,C,True,7059.5
14081,PROD-042,North,2024-01-10,458.15,85,38942.75,2023-12-26,613,C,True,38942.75
11020,PROD-085,Central,2024-01-10,216.45,56,12121.199999999999,2024-01-02,4289,C,False,12121.199999999999
14201,PROD-068,Central,2024-01-10,162.4,89,14453.6,2024-01-03,2566,B,False,14453.6
11430,PROD-011,Central,2024-01-11,139.63,54,7540.0199999999995,2024-01-07,383,C,True,7540.0199999999995
10787,PROD-077,Central,2024-01-11,393.49,76,29905.24,2024-01-01,2573,C,False,17233.72
10589,PROD-011,North,2024-01-11,415.73,59,24528.07,2024-01-07,383,C,True,24528.07
11888,PROD-054,North,2024-01-11,401.45,53,21276.85,2024-01-07,1732,B,False,16806.425
11030,PROD-093,North,2024-01-12,283.97,57,16186.29,2024-01-02,705,A,True,16186.29
12973,PROD-009,North,2024-01-12,318.83,21,6695.429999999999,2023-12-29,1095,A,False,6695.429999999999
10573,PROD-065,North,2024-01-12,282.87,18,5091.66,2024-01-07,4885,B,False,5091.66
12684,PROD-066,South,2024-01-13,210.53,55,11579.15,2024-01-01,3403,B,False,11579.15
14218,PROD-056,Central,2024-01-13,436.56,44,19208.64,2023-12-30,1684,B,False,19208.64
10449,PROD-090,Central,2024-01-13,123.55,72,8895.6,2024-01-03,2490,C,False,8895.6
11806,PROD-029,Central,2024-01-13,417.42,62,25880.04,2024-01-07,4278,A,False,25880.04
13946,PROD-005,North,2024-01-13,145.18,65,9436.7,2024-01-03,1995,C,False,16152.85
13259,PROD-072,Central,2024-01-14,308.93,71,21934.03,2024-01-12,2534,A,False,21934.03
11449,PROD-093,South,2024-01-14,219.28,94,20612.32,2024-01-02,705,A,True,20612.32
11754,PROD-077,North,2024-01-14,107.9,72,7768.8,2024-01-01,2573,C,False,7768.8
10941,PROD-018,North,2024-01-14,220.28,30,6608.4,2023-12-24,3136,A,False,5027.13
12435,PROD-066,North,2024-01-14,327.76,18,5899.68,2024-01-01,3403,B,False,5899.68
14257,PROD-037,Central,2024-01-14,413.23,29,11983.67,2023-12-31,4040,C,False,11983.67
13550,PROD-032,South,2024-01-14,26.12,1,26.12,2024-01-12,804,C,False,26.12
11771,PROD-097,South,2024-01-14,119.04,10,1190.4,2024-01-11,3183,A,False,1190.4
12691,PROD-029,South,2024-01-15,406.39,56,22757.84,2024-01-07,4278,A,False,22757.84
11447,PROD-000,South,2024-01-15,111.67,4,446.68,2024-01-04,563,B,False,446.68
13274,PROD-026,South,2024-01-15,442.18,90,39796.2,2023-12-26,3588,A,False,22371.405
10499,PROD-098,Central,2024-01-15,145.02,1,145.02,2024-01-13,4002,B,False,145.02
11460,PROD-059,North,2024-01-15,24.46,41,1002.86,2024-01-08,279,A,True,1002.86
13626,PROD-078,Central,2024-01-15,402.15,37,14879.55,2023-12-31,2172,C,False,14879.55
13916,PROD-027,North,2024-01-15,174.8,57,9963.6,2023-12-27,4466,A,False,9963.6
12464,PROD-070,South,2024-01-16,192.28,81,15574.68,2024-01-15,2354,B,False,15574.68
13303,PROD-059,Central,2024-01-16,375.26,51,19138.26,2024-01-08,279,A,True,19138.26
10394,PROD-095,South,2024-01-16,383.25,66,25294.5,2024-01-08,1523,C,False,25294.5
13620,PROD-030,Central,2024-01-16,79.14,14,1107.96,2024-01-01,4383,A,False,1107.96
13915,PROD-070,Central,2024-01-16,133.29,49,6531.21,2024-01-15,2354,B,False,6531.21
12070,PROD-061,South,2024-01-16,382.68,13,4974.84,2023-12-26,656,B,False,9940.673333333334
14438,PROD-052,Central,2024-01-17,142.56,9,1283.04,2024-01-07,3060,B,False,1283.04
11201,PROD-016,South,2024-01-18,92.98,26,2417.48,2024-01-09,1942,B,False,2417.48
13705,PROD-020,North,2024-01-18,445.75,31,13818.25,2024-01-11,328,C,True,13818.25
10170,PROD-061,Central,2024-01-18,18.5,78,1443.0,2023-12-26,656,B,True,1443.0
10471,PROD-069,Central,2024-01-19,480.07,86,41286.02,2023-12-31,3902,B,False,41286.02
13284,PROD-051,Central,2024-01-19,186.8,68,12702.400000000001,2023-12-23,417,B,True,12702.400000000001
12784,PROD-034,South,2024-01-19,355.75,88,31306.0,2024-01-14,2646,C,False,31306.0
12585,PROD-000,Central,2024-01-19,87.62,25,2190.5,2024-01-04,563,B,False,2190.5
11443,PROD-081,North,2024-01-19,126.99,71,9016.289999999999,2024-01-01,3846,A,False,9016.289999999999
12723,PROD-022,North,2024-01-19,252.12,41,10336.92,2024-01-16,4525,A,False,10336.92
14523,PROD-045,North,2024-01-20,23.03,46,1059.38,2023-12-27,229,B,True,575.2650000000001
10401,PROD-091,Central,2024-01-20,41.86,10,418.6,2024-01-12,252,B,False,418.6
10715,PROD-092,Central,2024-01-20,281.67,58,16336.86,2024-01-11,1807,C,False,16336.86
12838,PROD-043,South,2024-01-20,142.38,76,10820.88,2024-01-02,4912,C,False,10820.88
11912,PROD-060,South,2024-01-20,283.0,9,2547.0,2024-01-06,1646,C,False,2547.0
11484,PROD-065,South,2024-01-20,289.78,92,26659.76,2024-01-07,4885,B,False,26659.76
14747,PROD-021,North,2024-01-20,228.02,5,1140.1000000000001,2024-01-03,4376,B,False,6601.875
10756,PROD-067,South,2024-01-21,412.48,26,10724.48,2023-12-31,1847,A,False,10724.48
12109,PROD-063,Central,2024-01-21,159.99,98,15679.02,2024-01-18,1913,A,True,15679.02
11069,PROD-025,Central,2024-01-21,133.32,91,12132.119999999999,2024-01-09,732,C,True,12132.119999999999
12196,PROD-058,Central,2024-01-21,172.37,78,13444.86,2024-01-01,928,A,True,15042.07
12148,PROD-017,South,2024-01-21,20.15,78,1571.6999999999998,2024-01-06,2186,C,False,10018.710000000001
10713,PROD-025,North,2024-01-21,346.55,90,31189.5,2024-01-09,732,C,True,28253.29
13072,PROD-052,Central,2024-01-22,187.65,9,1688.8500000000001,2024-01-07,3060,B,False,1485.9450000000002
10897,PROD-069,South,2024-01-22,454.21,79,35882.59,2023-12-31,3902,B,False,35882.59
11858,PROD-075,North,2024-01-22,99.05,88,8716.4,2024-01-14,1557,B,True,8716.4
12170,PROD-082,South,2024-01-22,210.89,96,20245.44,2024-01-17,2197,C,False,20245.44
13115,PROD-011,North,2024-01-22,137.06,97,13294.82,2024-01-07,383,C,True,18911.445
11834,PROD-012,Central,2024-01-22,362.11,89,32227.79,2023-12-24,383,B,True,32227.79
11650,PROD-008,North,2024-01-23,288.58,35,10100.3,2024-01-07,1373,C,False,10100.3
12311,PROD-047,Central,2024-01-23,163.62,82,13416.84,2024-01-21,3555,A,False,13416.84
12698,PROD-099,North,2024-01-23,143.83,91,13088.53,2023-12-31,3577,C,False,13088.53
12835,PROD-067,Central,2024-01-23,424.88,93,39513.84,2023-12-31,1847,A,True,24204.659999999996
10739,PROD-082,North,2024-01-23,334.02,93,31063.859999999997,2024-01-17,2197,C,False,31063.859999999997
11773,PROD-037,South,2024-01-23,85.58,89,7616.62,2023-12-31,4040,C,False,14088.58
12366,PROD-090,South,2024-01-23,373.66,50,18683.0,2024-01-03,2490,C,False,18683.0
11312,PROD-043,Central,2024-01-24,488.28,94,45898.32,2024-01-02,4912,C,False,23887.8
10147,PROD-028,North,2024-01-24,109.63,28,3069.64,2024-01-18,4130,A,False,3069.64
10470,PROD-099,South,2024-01-24,331.13,34,11258.42,2023-12-31,3577,C,False,11258.42
12788,PROD-027,North,2024-01-24,490.44,75,36783.0,2023-12-27,4466,A,False,23373.3
13237,PROD-030,North,2024-01-24,205.04,3,615.12,2024-01-01,4383,A,False,615.12
13452,PROD-024,South,2024-01-24,431.74,20,8634.8,2023-12-31,950,B,False,11625.433333333334
12801,PROD-083,Central,2024-01-24,266.44,63,16785.72,2024-01-22,3483,A,False,16785.72
12325,PROD-076,North,2024-01-24,484.91,88,42672.08,2024-01-16,2828,C,False,42672.08
10730,PROD-077,Central,2024-01-24,289.9,50,14494.999999999998,2024-01-01,2573,C,False,16320.813333333334
14792,PROD-019,South,2024-01-24,83.86,3,251.57999999999998,2024-01-19,4321,C,False,251.57999999999998
13931,PROD-097,North,2024-01-24,130.03,10,1300.3,2024-01-11,3183,A,False,1300.3
13154,PROD-068,North,2024-01-25,419.59,17,7133.03,2024-01-03,2566,B,False,7133.03
14269,PROD-013,Central,2024-01-25,193.6,51,9873.6,2024-01-07,752,C,True,9873.6
10536,PROD-046,North,2024-01-25,259.98,21,5459.58,2024-01-18,4272,C,False,5459.58
12399,PROD-014,Central,2024-01-25,264.17,26,6868.42,2024-01-22,2787,A,False,6868.42
10892,PROD-095,North,2024-01-25,384.07,4,1536.28,2024-01-08,1523,C,False,1536.28
13904,PROD-011,Central,2024-01-25,356.18,14,4986.52,2024-01-07,383,C,False,6263.27
11714,PROD-061,South,2024-01-25,245.2,97,23784.399999999998,2023-12-26,656,B,True,13401.605
14924,PROD-056,Central,2024-01-26,140.07,86,12046.019999999999,2023-12-30,1684,B,True,15627.329999999998
13860,PROD-021,South,2024-01-26,189.63,27,5120.01,2024-01-03,4376,B,False,5120.01
12861,PROD-063,South,2024-01-26,33.15,1,33.15,2024-01-18,1913,A,False,33.15
13755,PROD-016,North,2024-01-26,50.62,59,2986.58,2024-01-09,1942,B,False,8990.77
11285,PROD-090,Central,2024-01-26,142.88,55,7858.4,2024-01-03,2490,C,False,8377.0
14241,PROD-083,Central,2024-01-26,136.67,4,546.68,2024-01-22,3483,A,False,8666.2
14821,PROD-082,Central,2024-01-27,115.34,100,11534.0,2024-01-17,2197,C,False,11534.0
13579,PROD-026,North,2024-01-27,143.55,51,7321.05,2023-12-26,3588,A,False,7321.05
14913,PROD-080,Central,2024-01-27,474.81,76,36085.56,2024-01-26,309,A,True,36085.56
10071,PROD-024,South,2024-01-27,417.21,97,40469.369999999995,2023-12-31,950,B,True,18836.4175
11793,PROD-077,North,2024-01-28,10.79,29,312.90999999999997,2024-01-01,2573,C,False,4040.855
14883,PROD-022,North,2024-01-28,43.21,26,1123.46,2024-01-16,4525,A,False,5730.1900000000005
12016,PROD-094,North,2024-01-28,183.86,22,4044.92,2024-01-04,708,C,False,4044.92
10702,PROD-020,South,2024-01-28,255.72,23,5881.56,2024-01-11,328,C,True,5881.56
11679,PROD-059,South,2024-01-28,90.35,41,3704.35,2024-01-08,279,A,True,3704.35
13366,PROD-038,South,2024-01-28,273.74,33,9033.42,2023-12-29,2091,A,False,9339.720000000001
12108,PROD-052,South,2024-01-28,435.0,73,31755.0,2024-01-07,3060,B,False,31755.0
11336,PROD-075,North,2024-01-28,375.77,98,36825.46,2024-01-14,1557,B,True,22770.93
14210,PROD-040,Central,2024-01-28,87.78,1,87.78,2024-01-25,2566,C,False,87.78
14968,PROD-003,North,2024-01-28,22.03,6,132.18,2023-12-28,3909,A,False,132.18
13019,PROD-010,South,2024-01-29,116.91,95,11106.449999999999,2024-01-28,2626,B,False,11106.449999999999
12064,PROD-064,North,2024-01-29,192.54,23,4428.42,2024-01-19,206,C,True,4428.42
10729,PROD-059,South,2024-01-29,120.71,32,3862.72,2024-01-08,279,A,True,3783.535
11690,PROD-030,South,2024-01-29,39.01,70,2730.7,2024-01-01,4383,A,False,16317.85
10964,PROD-076,North,2024-01-29,49.52,73,3614.96,2024-01-16,2828,C,False,23143.52
14693,PROD-063,South,2024-01-29,350.64,58,20337.12,2024-01-18,1913,A,False,10185.135
14070,PROD-038,Central,2024-01-29,13.95,96,1339.1999999999998,2023-12-29,2091,A,False,4010.9249999999997
11402,PROD-082,North,2024-01-30,295.49,63,18615.87,2024-01-17,2197,C,False,24839.864999999998
12114,PROD-065,North,2024-01-30,182.23,10,1822.3,2024-01-07,4885,B,False,3456.98
13905,PROD-084,South,2024-01-30,11.15,84,936.6,2024-01-01,572,A,True,13325.27
11763,PROD-097,North,2024-01-30,430.72,100,43072.0,2024-01-11,3183,A,False,22186.15
11132,PROD-000,Central,2024-01-30,43.99,28,1231.72,2024-01-04,563,B,False,1711.1100000000001
14529,PROD-044,South,2024-01-30,356.96,25,8924.0,2024-01-28,314,A,True,8924.0
10344,PROD-057,North,2024-01-30,156.47,44,6884.68,2023-12-23,2201,B,False,6884.68
10345,PROD-094,North,2024-01-30,348.65,10,3486.5,2024-01-04,708,C,False,3765.71
14516,PROD-081,South,2024-01-30,320.71,54,17318.34,2024-01-01,3846,A,False,15415.470000000001
10700,PROD-060,South,2024-01-30,431.04,2,862.08,2024-01-06,1646,C,False,1704.54
10912,PROD-068,South,2024-01-30,287.07,30,8612.1,2024-01-03,2566,B,False,8612.1
11805,PROD-076,North,2024-01-30,435.47,47,20467.09,2024-01-16,2828,C,False,22251.376666666667
11479,PROD-085,North,2024-01-30,474.68,99,46993.32,2024-01-02,4289,C,False,39264.66
13205,PROD-086,North,2024-01-30,71.72,84,6024.48,2024-01-21,221,A,True,6024.48
12193,PROD-091,South,2024-01-31,374.16,17,6360.72,2024-01-12,252,B,True,6360.72
13792,PROD-088,South,2024-01-31,345.16,84,28993.440000000002,2024-01-02,847,C,True,18026.47
10173,PROD-038,Central,2024-01-31,268.45,53,14227.849999999999,2023-12-29,2091,A,False,7416.566666666666
12587,PROD-039,Central,2024-01-31,402.48,72,28978.56,2024-01-06,2779,C,False,28978.56
11418,PROD-034,Central,2024-01-31,162.53,63,10239.39,2024-01-14,2646,C,False,10239.39
11705,PROD-075,North,2024-01-31,379.63,61,23157.43,2024-01-14,1557,B,False,22899.763333333336
12333,PROD-062,South,2024-01-31,491.82,49,24099.18,2023-12-30,2482,C,False,24099.18
12138,PROD-064,North,2024-01-31,176.77,55,9722.35,2024-01-19,206,C,True,7075.385
10419,PROD-066,North,2024-02-01,30.15,26,783.9,2024-01-01,3403,B,False,3341.79
11045,PROD-085,South,2024-02-01,342.29,87,29779.230000000003,2024-01-02,4289,C,False,29779.230000000003
11723,PROD-051,South,2024-02-01,100.48,10,1004.8000000000001,2023-12-23,417,B,False,1004.8000000000001
13184,PROD-078,South,2024-02-01,31.63,43,1360.09,2023-12-31,2172,C,False,1360.09
14102,PROD-015,North,2024-02-01,205.95,50,10297.5,2024-01-31,2808,A,False,10297.5
10422,PROD-069,Central,2024-02-01,168.92,23,3885.16,2023-12-31,3902,B,False,22585.589999999997
14181,PROD-006,North,2024-02-01,382.03,79,30180.37,2024-01-22,610,B,True,30180.37
11778,PROD-005,South,2024-02-02,450.75,45,20283.75,2024-01-03,1995,C,False,20283.75
13518,PROD-095,Central,2024-02-02,431.92,34,14685.28,2024-01-08,1523,C,False,14685.28
11361,PROD-018,North,2024-02-02,106.43,55,5853.650000000001,2023-12-24,3136,A,False,5302.636666666666
10061,PROD-065,North,2024-02-02,316.06,97,30657.82,2024-01-07,4885,B,False,12523.926666666666
13211,PROD-004,South,2024-02-02,218.42,73,15944.66,2023-12-24,457,B,True,15944.66
12659,PROD-062,South,2024-02-03,279.99,24,6719.76,2023-12-30,2482,C,False,15409.470000000001
11612,PROD-077,South,2024-02-03,394.23,3,1182.69,2024-01-01,2573,C,False,1182.69
14118,PROD-004,South,2024-02-03,230.62,9,2075.58,2023-12-24,457,B,False,9010.119999999999
13653,PROD-026,South,2024-02-03,445.66,93,41446.380000000005,2023-12-26,3588,A,False,28729.73
13074,PROD-043,North,2024-02-03,78.49,78,6122.219999999999,2024-01-02,4912,C,False,6122.219999999999
12240,PROD-078,North,2024-02-03,353.31,96,33917.76,2023-12-31,2172,C,False,26185.57
10541,PROD-032,South,2024-02-03,186.24,46,8567.04,2024-01-12,804,C,True,4296.580000000001
11115,PROD-065,South,2024-02-04,61.43,90,5528.7,2024-01-07,4885,B,False,16094.23
11761,PROD-057,South,2024-02-04,51.38,29,1490.02,2023-12-23,2201,B,False,1490.02
14260,PROD-094,South,2024-02-04,163.61,30,4908.3,2024-01-04,708,C,False,2511.695
12984,PROD-082,Central,2024-02-04,425.17,63,26785.710000000003,2024-01-17,2197,C,False,19159.855000000003
10594,PROD-043,South,2024-02-04,356.22,69,24579.18,2024-01-02,4912,C,False,17700.03
12091,PROD-094,Central,2024-02-04,349.93,61,21345.73,2024-01-04,708,C,True,21345.73
11438,PROD-098,North,2024-02-05,267.38,41,10962.58,2024-01-13,4002,B,False,10962.58
13233,PROD-046,South,2024-02-05,110.64,97,10732.08,2024-01-18,4272,C,False,10732.08
11862,PROD-022,North,2024-02-05,352.76,25,8819.0,2024-01-16,4525,A,False,6759.793333333334
14024,PROD-066,Central,2024-02-05,361.21,58,20950.18,2024-01-01,3403,B,False,28166.66
13378,PROD-056,Central,2024-02-05,236.66,64,15146.24,2023-12-30,1684,B,False,15466.966666666665
14180,PROD-009,Central,2024-02-05,101.26,90,9113.4,2023-12-29,1095,A,True,9113.4
12753,PROD-055,North,2024-02-05,320.73,80,25658.4,2024-01-28,2548,A,False,25658.4
12853,PROD-053,South,2024-02-05,228.7,25,5717.5,2023-12-31,2481,B,False,5717.5
13802,PROD-094,North,2024-02-05,264.95,50,13247.5,2024-01-04,708,C,True,6926.306666666666
14045,PROD-089,North,2024-02-06,355.08,94,33377.52,2024-01-27,2028,A,False,33377.52
13825,PROD-097,North,2024-02-06,57.99,91,5277.09,2024-01-11,3183,A,False,16549.796666666665
14095,PROD-057,North,2024-02-06,114.14,17,1940.38,2023-12-23,2201,B,False,4412.530000000001
11661,PROD-025,North,2024-02-06,15.5,32,496.0,2024-01-09,732,C,False,19000.86
12287,PROD-021,Central,2024-02-06,65.11,99,6445.89,2024-01-03,4376,B,False,6445.89
11654,PROD-046,Central,2024-02-06,22.84,45,1027.8,2024-01-18,4272,C,False,1027.8
13876,PROD-048,Central,2024-02-06,157.26,79,12423.539999999999,2023-12-28,3164,B,False,12423.539999999999
13255,PROD-037,Central,2024-02-06,35.67,89,3174.63,2023-12-31,4040,C,False,7579.15
11589,PROD-021,South,2024-02-06,32.02,30,960.6000000000001,2024-01-03,4376,B,False,3040.3050000000003
14130,PROD-041,Central,2024-02-06,341.46,57,19463.219999999998,2024-01-05,2802,A,False,19463.219999999998
11804,PROD-098,South,2024-02-06,497.27,47,23371.69,2024-01-13,4002,B,False,23371.69
11474,PROD-063,North,2024-02-06,372.95,30,11188.5,2024-01-18,1913,A,False,11188.5
11576,PROD-083,South,2024-02-06,471.94,62,29260.28,2024-01-22,3483,A,False,29260.28
14475,PROD-032,North,2024-02-06,263.34,83,21857.219999999998,2024-01-12,804,C,True,21857.219999999998
10260,PROD-038,Central,2024-02-07,44.36,11,487.96,2023-12-29,2091,A,False,5684.414999999999
14376,PROD-027,South,2024-02-07,146.9,74,10870.6,2023-12-27,4466,A,False,10870.6
11680,PROD-040,South,2024-02-07,381.03,31,11811.929999999998,2024-01-25,2566,C,False,11811.929999999998
14929,PROD-053,Central,2024-02-07,349.91,51,17845.41,2023-12-31,2481,B,False,17845.41
10440,PROD-039,North,2024-02-08,226.27,54,12218.58,2024-01-06,2779,C,False,11098.119999999999
13770,PROD-026,North,2024-02-08,248.95,88,21907.6,2023-12-26,3588,A,False,14614.324999999999
12900,PROD-095,Central,2024-02-08,303.53,91,27621.229999999996,2024-01-08,1523,C,True,21153.254999999997
12775,PROD-044,North,2024-02-08,287.22,31,8903.820000000002,2024-01-28,314,A,True,8903.820000000002
10016,PROD-029,North,2024-02-09,336.22,21,7060.620000000001,2024-01-07,4278,A,False,7060.620000000001
12740,PROD-032,North,2024-02-09,70.46,95,6693.7,2024-01-12,804,C,True,14275.46
10326,PROD-036,Central,2024-02-09,123.44,60,7406.4,2023-12-30,2792,A,False,7406.4
11405,PROD-059,North,2024-02-09,44.25,40,1770.0,2024-01-08,279,A,True,1386.43
10630,PROD-024,Central,2024-02-09,49.11,20,982.2,2023-12-31,950,B,False,982.2
14056,PROD-041,South,2024-02-09,476.28,7,3333.96,2024-01-05,2802,A,False,3333.96
11880,PROD-028,Central,2024-02-09,399.95,15,5999.25,2024-01-18,4130,A,False,5999.25
11649,PROD-055,South,2024-02-10,17.62,60,1057.2,2024-01-28,2548,A,False,1057.2
12384,PROD-001,Central,2024-02-10,121.28,92,11157.76,2024-02-06,4458,A,False,11157.76
12387,PROD-067,Central,2024-02-10,269.09,67,18029.03,2023-12-31,1847,A,False,22146.116666666665
14834,PROD-048,Central,2024-02-11,58.75,100,5875.0,2023-12-28,3164,B,False,9149.27
13260,PROD-079,North,2024-02-11,435.65,2,871.3,2024-01-04,1199,B,False,871.3
12033,PROD-021,South,2024-02-11,483.66,33,15960.78,2024-01-03,4376,B,False,7347.13
12239,PROD-041,Central,2024-02-11,443.59,24,10646.16,2024-01-05,2802,A,False,15054.689999999999
10748,PROD-014,North,2024-02-11,299.49,7,2096.4300000000003,2024-01-22,2787,A,False,2096.4300000000003
14490,PROD-008,South,2024-02-12,265.81,71,18872.51,2024-01-07,1373,C,True,9836.214999999998
10998,PROD-001,North,2024-02-12,136.84,76,10399.84,2024-02-06,4458,A,False,10399.84
11183,PROD-008,North,2024-02-12,371.71,35,13009.849999999999,2024-01-07,1373,C,False,11555.074999999999
11645,PROD-016,Central,2024-02-12,397.71,31,12329.01,2024-01-09,1942,B,False,12329.01
14303,PROD-001,Central,2024-02-12,259.52,95,24654.399999999998,2024-02-06,4458,A,False,17906.079999999998
14617,PROD-099,Central,2024-02-12,233.42,52,12137.84,2023-12-31,3577,C,False,13026.029999999999
13581,PROD-031,North,2024-02-13,135.42,99,13406.579999999998,2024-02-10,874,C,True,13406.579999999998
10942,PROD-092,Central,2024-02-13,448.12,1,448.12,2024-01-11,1807,C,False,8392.49
11142,PROD-014,North,2024-02-13,319.71,51,16305.21,2024-01-22,2787,A,False,9200.82
12277,PROD-023,Central,2024-02-13,419.93,31,13017.83,2024-02-07,4679,B,False,13017.83
12703,PROD-084,North,2024-02-13,62.53,45,2813.85,2024-01-01,572,A,True,2813.85
13431,PROD-051,South,2024-02-13,359.36,96,34498.56,2023-12-23,417,B,True,17751.68
